"","Disease","Date","State","Cases","Rates"
"1714","Ross River virus infection",2019-11-30,"Qld",75,1.5
"1715","Q fever",2019-11-30,"Qld",22,0.4
"1716","Hepatitis B (unspecified)",2019-10-31,"Qld",88,1.7
"1717","Hepatitis C (newly acquired)",2019-10-31,"Qld",75,1.5
"1718","Hepatitis C (unspecified)",2019-10-31,"Qld",154,3
"1719","Campylobacteriosis",2019-10-31,"Qld",949,18.6
"1720","Cryptosporidiosis",2019-10-31,"Qld",41,0.8
"1721","Salmonellosis",2019-10-31,"Qld",290,5.7
"1722","Shigellosis",2019-10-31,"Qld",50,1
"1723","Tuberculosis",2019-10-31,"Qld",13,0.3
"1724","Chlamydial infection",2019-10-31,"Qld",2154,42.3
"1725","Gonococcal infection",2019-10-31,"Qld",536,10.5
"1726","Syphilis < 2 years",2019-10-31,"Qld",111,2.2
"1727","Syphilis > 2 years or unspecified duration",2019-10-31,"Qld",29,0.6
"1728","Influenza (laboratory confirmed)",2019-10-31,"Qld",1696,33.3
"1729","Measles",2019-10-31,"Qld",30,0.6
"1730","Pertussis",2019-10-31,"Qld",143,2.8
"1731","Pneumococcal disease (invasive)",2019-10-31,"Qld",36,0.7
"1732","Rotavirus",2019-10-31,"Qld",472,9.3
"1733","Varicella zoster (chickenpox)",2019-10-31,"Qld",179,3.5
"1734","Varicella zoster (shingles)",2019-10-31,"Qld",698,13.7
"1735","Varicella zoster (unspecified)",2019-10-31,"Qld",46,0.9
"1736","Barmah Forest virus infection",2019-10-31,"Qld",13,0.3
"1737","Dengue virus infection",2019-10-31,"Qld",15,0.3
"1738","Malaria",2019-10-31,"Qld",11,0.2
"1739","Ross River virus infection",2019-10-31,"Qld",107,2.1
"1740","Q fever",2019-10-31,"Qld",23,0.5
"1741","Hepatitis B (unspecified)",2019-09-30,"Qld",63,1.2
"1742","Hepatitis C (newly acquired)",2019-09-30,"Qld",53,1
"1743","Hepatitis C (unspecified)",2019-09-30,"Qld",157,3.1
"1744","Campylobacteriosis",2019-09-30,"Qld",722,14.2
"1745","Cryptosporidiosis",2019-09-30,"Qld",31,0.6
"1746","Salmonellosis",2019-09-30,"Qld",186,3.7
"1747","Shigellosis",2019-09-30,"Qld",49,1
"1748","Legionellosis",2019-09-30,"Qld",9,0.2
"1749","Tuberculosis",2019-09-30,"Qld",20,0.4
"1750","Chlamydial infection",2019-09-30,"Qld",1995,39.2
"1751","Gonococcal infection",2019-09-30,"Qld",515,10.1
"1752","Syphilis < 2 years",2019-09-30,"Qld",94,1.8
"1753","Syphilis > 2 years or unspecified duration",2019-09-30,"Qld",26,0.5
"1754","Influenza (laboratory confirmed)",2019-09-30,"Qld",10295,202.2
"1755","Pertussis",2019-09-30,"Qld",161,3.2
"1756","Pneumococcal disease (invasive)",2019-09-30,"Qld",44,0.9
"1757","Rotavirus",2019-09-30,"Qld",589,11.6
"1758","Varicella zoster (chickenpox)",2019-09-30,"Qld",196,3.8
"1759","Varicella zoster (shingles)",2019-09-30,"Qld",617,12.1
"1760","Varicella zoster (unspecified)",2019-09-30,"Qld",40,0.8
"1761","Barmah Forest virus infection",2019-09-30,"Qld",8,0.2
"1762","Dengue virus infection",2019-09-30,"Qld",18,0.4
"1763","Malaria",2019-09-30,"Qld",10,0.2
"1764","Ross River virus infection",2019-09-30,"Qld",77,1.5
"1765","Q fever",2019-09-30,"Qld",23,0.5
"1766","Hepatitis B (unspecified)",2019-08-31,"Qld",74,1.5
"1767","Hepatitis C (newly acquired)",2019-08-31,"Qld",45,0.9
"1768","Hepatitis C (unspecified)",2019-08-31,"Qld",167,3.3
"1769","Campylobacteriosis",2019-08-31,"Qld",656,12.9
"1770","Cryptosporidiosis",2019-08-31,"Qld",27,0.5
"1771","Salmonellosis",2019-08-31,"Qld",156,3.1
"1772","Shigellosis",2019-08-31,"Qld",47,0.9
"1773","Meningococcal disease (invasive)",2019-08-31,"Qld",11,0.2
"1774","Tuberculosis",2019-08-31,"Qld",19,0.4
"1775","Chlamydial infection",2019-08-31,"Qld",2039,40
"1776","Gonococcal infection",2019-08-31,"Qld",448,8.8
"1777","Syphilis < 2 years",2019-08-31,"Qld",88,1.7
"1778","Syphilis > 2 years or unspecified duration",2019-08-31,"Qld",24,0.5
"1779","Influenza (laboratory confirmed)",2019-08-31,"Qld",19227,377.6
"1780","Pertussis",2019-08-31,"Qld",166,3.3
"1781","Pneumococcal disease (invasive)",2019-08-31,"Qld",42,0.8
"1782","Rotavirus",2019-08-31,"Qld",229,4.5
"1783","Varicella zoster (chickenpox)",2019-08-31,"Qld",191,3.8
"1784","Varicella zoster (shingles)",2019-08-31,"Qld",654,12.8
"1785","Varicella zoster (unspecified)",2019-08-31,"Qld",46,0.9
"1786","Barmah Forest virus infection",2019-08-31,"Qld",13,0.3
"1787","Dengue virus infection",2019-08-31,"Qld",12,0.2
"1788","Malaria",2019-08-31,"Qld",12,0.2
"1789","Ross River virus infection",2019-08-31,"Qld",109,2.1
"1790","Hepatitis B (unspecified)",2019-07-31,"Qld",76,1.5
"1791","Hepatitis C (newly acquired)",2019-07-31,"Qld",43,0.8
"1792","Hepatitis C (unspecified)",2019-07-31,"Qld",156,3.1
"1793","Campylobacteriosis",2019-07-31,"Qld",712,14
"1794","Cryptosporidiosis",2019-07-31,"Qld",43,0.8
"1795","Salmonellosis",2019-07-31,"Qld",203,4
"1796","Shigellosis",2019-07-31,"Qld",46,0.9
"1797","Tuberculosis",2019-07-31,"Qld",16,0.3
"1798","Chlamydial infection",2019-07-31,"Qld",2112,41.5
"1799","Gonococcal infection",2019-07-31,"Qld",572,11.2
"1800","Syphilis < 2 years",2019-07-31,"Qld",91,1.8
"1801","Syphilis > 2 years or unspecified duration",2019-07-31,"Qld",25,0.5
"1802","Influenza (laboratory confirmed)",2019-07-31,"Qld",14207,279
"1803","Pertussis",2019-07-31,"Qld",184,3.6
"1804","Pneumococcal disease (invasive)",2019-07-31,"Qld",41,0.8
"1805","Rotavirus",2019-07-31,"Qld",131,2.6
"1806","Varicella zoster (chickenpox)",2019-07-31,"Qld",175,3.4
"1807","Varicella zoster (shingles)",2019-07-31,"Qld",649,12.7
"1808","Varicella zoster (unspecified)",2019-07-31,"Qld",37,0.7
"1809","Barmah Forest virus infection",2019-07-31,"Qld",16,0.3
"1810","Dengue virus infection",2019-07-31,"Qld",19,0.4
"1811","Malaria",2019-07-31,"Qld",10,0.2
"1812","Ross River virus infection",2019-07-31,"Qld",142,2.8
"1813","Q fever",2019-07-31,"Qld",11,0.2
"1814","Hepatitis B (unspecified)",2019-06-30,"Qld",69,1.4
"1815","Hepatitis C (newly acquired)",2019-06-30,"Qld",41,0.8
"1816","Hepatitis C (unspecified)",2019-06-30,"Qld",133,2.6
"1817","Campylobacteriosis",2019-06-30,"Qld",637,12.5
"1818","Cryptosporidiosis",2019-06-30,"Qld",39,0.8
"1819","Salmonellosis",2019-06-30,"Qld",220,4.3
"1820","Shigellosis",2019-06-30,"Qld",39,0.8
"1821","Legionellosis",2019-06-30,"Qld",9,0.2
"1822","Tuberculosis",2019-06-30,"Qld",20,0.4
"1823","Chlamydial infection",2019-06-30,"Qld",1904,37.4
"1824","Gonococcal infection",2019-06-30,"Qld",420,8.2
"1825","Syphilis < 2 years",2019-06-30,"Qld",85,1.7
"1826","Syphilis > 2 years or unspecified duration",2019-06-30,"Qld",21,0.4
"1827","Influenza (laboratory confirmed)",2019-06-30,"Qld",8443,165.8
"1828","Pertussis",2019-06-30,"Qld",132,2.6
"1829","Pneumococcal disease (invasive)",2019-06-30,"Qld",39,0.8
"1830","Rotavirus",2019-06-30,"Qld",87,1.7
"1831","Varicella zoster (chickenpox)",2019-06-30,"Qld",127,2.5
"1832","Varicella zoster (shingles)",2019-06-30,"Qld",357,7
"1833","Varicella zoster (unspecified)",2019-06-30,"Qld",299,5.9
"1834","Dengue virus infection",2019-06-30,"Qld",38,0.7
"1835","Malaria",2019-06-30,"Qld",8,0.2
"1836","Ross River virus infection",2019-06-30,"Qld",182,3.6
"1837","Q fever",2019-06-30,"Qld",15,0.3
"1838","Hepatitis B (unspecified)",2019-05-31,"Qld",82,1.6
"1839","Hepatitis C (newly acquired)",2019-05-31,"Qld",38,0.7
"1840","Hepatitis C (unspecified)",2019-05-31,"Qld",157,3.1
"1841","Campylobacteriosis",2019-05-31,"Qld",657,12.9
"1842","Cryptosporidiosis",2019-05-31,"Qld",67,1.3
"1843","Salmonellosis",2019-05-31,"Qld",321,6.3
"1844","Shigellosis",2019-05-31,"Qld",55,1.1
"1845","Tuberculosis",2019-05-31,"Qld",24,0.5
"1846","Chlamydial infection",2019-05-31,"Qld",2193,43.1
"1847","Gonococcal infection",2019-05-31,"Qld",491,9.6
"1848","Syphilis < 2 years",2019-05-31,"Qld",86,1.7
"1849","Syphilis > 2 years or unspecified duration",2019-05-31,"Qld",23,0.5
"1850","Influenza (laboratory confirmed)",2019-05-31,"Qld",3342,65.6
"1851","Pertussis",2019-05-31,"Qld",115,2.3
"1852","Pneumococcal disease (invasive)",2019-05-31,"Qld",29,0.6
"1853","Rotavirus",2019-05-31,"Qld",65,1.3
"1854","Varicella zoster (chickenpox)",2019-05-31,"Qld",41,0.8
"1855","Varicella zoster (shingles)",2019-05-31,"Qld",299,5.9
"1856","Varicella zoster (unspecified)",2019-05-31,"Qld",462,9.1
"1857","Barmah Forest virus infection",2019-05-31,"Qld",13,0.3
"1858","Dengue virus infection",2019-05-31,"Qld",35,0.7
"1859","Malaria",2019-05-31,"Qld",8,0.2
"1860","Ross River virus infection",2019-05-31,"Qld",277,5.4
"1861","Q fever",2019-05-31,"Qld",19,0.4
"1862","Hepatitis B (unspecified)",2019-04-30,"Qld",66,1.3
"1863","Hepatitis C (newly acquired)",2019-04-30,"Qld",32,0.6
"1864","Hepatitis C (unspecified)",2019-04-30,"Qld",151,3
"1865","Campylobacteriosis",2019-04-30,"Qld",598,11.7
"1866","Cryptosporidiosis",2019-04-30,"Qld",69,1.4
"1867","Salmonellosis",2019-04-30,"Qld",407,8
"1868","Shigellosis",2019-04-30,"Qld",50,1
"1869","Tuberculosis",2019-04-30,"Qld",16,0.3
"1870","Chlamydial infection",2019-04-30,"Qld",1809,35.5
"1871","Gonococcal infection",2019-04-30,"Qld",445,8.7
"1872","Syphilis < 2 years",2019-04-30,"Qld",61,1.2
"1873","Syphilis > 2 years or unspecified duration",2019-04-30,"Qld",27,0.5
"1874","Influenza (laboratory confirmed)",2019-04-30,"Qld",2950,57.9
"1875","Pertussis",2019-04-30,"Qld",80,1.6
"1876","Pneumococcal disease (invasive)",2019-04-30,"Qld",28,0.5
"1877","Rotavirus",2019-04-30,"Qld",63,1.2
"1878","Varicella zoster (chickenpox)",2019-04-30,"Qld",30,0.6
"1879","Varicella zoster (shingles)",2019-04-30,"Qld",275,5.4
"1880","Varicella zoster (unspecified)",2019-04-30,"Qld",412,8.1
"1881","Barmah Forest virus infection",2019-04-30,"Qld",9,0.2
"1882","Dengue virus infection",2019-04-30,"Qld",19,0.4
"1883","Ross River virus infection",2019-04-30,"Qld",227,4.5
"1884","Leptospirosis",2019-04-30,"Qld",8,0.2
"1885","Q fever",2019-04-30,"Qld",21,0.4
"1886","Hepatitis B (unspecified)",2019-03-31,"Qld",75,1.5
"1887","Hepatitis C (newly acquired)",2019-03-31,"Qld",35,0.7
"1888","Hepatitis C (unspecified)",2019-03-31,"Qld",163,3.2
"1889","Campylobacteriosis",2019-03-31,"Qld",704,13.8
"1890","Cryptosporidiosis",2019-03-31,"Qld",72,1.4
"1891","Salmonellosis",2019-03-31,"Qld",459,9
"1892","Shigellosis",2019-03-31,"Qld",62,1.2
"1893","Tuberculosis",2019-03-31,"Qld",12,0.2
"1894","Chlamydial infection",2019-03-31,"Qld",2112,41.5
"1895","Gonococcal infection",2019-03-31,"Qld",455,8.9
"1896","Syphilis < 2 years",2019-03-31,"Qld",108,2.1
"1897","Syphilis > 2 years or unspecified duration",2019-03-31,"Qld",34,0.7
"1898","Influenza (laboratory confirmed)",2019-03-31,"Qld",2685,52.7
"1899","Pertussis",2019-03-31,"Qld",111,2.2
"1900","Pneumococcal disease (invasive)",2019-03-31,"Qld",16,0.3
"1901","Rotavirus",2019-03-31,"Qld",62,1.2
"1902","Varicella zoster (chickenpox)",2019-03-31,"Qld",48,0.9
"1903","Varicella zoster (shingles)",2019-03-31,"Qld",312,6.1
"1904","Varicella zoster (unspecified)",2019-03-31,"Qld",451,8.9
"1905","Barmah Forest virus infection",2019-03-31,"Qld",19,0.4
"1906","Dengue virus infection",2019-03-31,"Qld",18,0.4
"1907","Ross River virus infection",2019-03-31,"Qld",164,3.2
"1908","Leptospirosis",2019-03-31,"Qld",9,0.2
"1909","Q fever",2019-03-31,"Qld",27,0.5
"1910","Hepatitis B (unspecified)",2019-02-28,"Qld",84,1.6
"1911","Hepatitis C (newly acquired)",2019-02-28,"Qld",32,0.6
"1912","Hepatitis C (unspecified)",2019-02-28,"Qld",154,3
"1913","Campylobacteriosis",2019-02-28,"Qld",847,16.6
"1914","Cryptosporidiosis",2019-02-28,"Qld",111,2.2
"1915","Salmonellosis",2019-02-28,"Qld",362,7.1
"1916","Shigellosis",2019-02-28,"Qld",58,1.1
"1917","Tuberculosis",2019-02-28,"Qld",18,0.4
"1918","Chlamydial infection",2019-02-28,"Qld",2092,41.1
"1919","Gonococcal infection",2019-02-28,"Qld",471,9.2
"1920","Syphilis < 2 years",2019-02-28,"Qld",94,1.8
"1921","Syphilis > 2 years or unspecified duration",2019-02-28,"Qld",21,0.4
"1922","Influenza (laboratory confirmed)",2019-02-28,"Qld",1982,38.9
"1923","Pertussis",2019-02-28,"Qld",128,2.5
"1924","Pneumococcal disease (invasive)",2019-02-28,"Qld",15,0.3
"1925","Rotavirus",2019-02-28,"Qld",52,1
"1926","Varicella zoster (chickenpox)",2019-02-28,"Qld",32,0.6
"1927","Varicella zoster (shingles)",2019-02-28,"Qld",261,5.1
"1928","Varicella zoster (unspecified)",2019-02-28,"Qld",455,8.9
"1929","Barmah Forest virus infection",2019-02-28,"Qld",18,0.4
"1930","Dengue virus infection",2019-02-28,"Qld",20,0.4
"1931","Malaria",2019-02-28,"Qld",12,0.2
"1932","Ross River virus infection",2019-02-28,"Qld",135,2.7
"1933","Q fever",2019-02-28,"Qld",29,0.6
"1934","Hepatitis B (unspecified)",2019-01-31,"Qld",63,1.2
"1935","Hepatitis C (newly acquired)",2019-01-31,"Qld",37,0.7
"1936","Hepatitis C (unspecified)",2019-01-31,"Qld",130,2.6
"1937","Campylobacteriosis",2019-01-31,"Qld",957,18.8
"1938","Cryptosporidiosis",2019-01-31,"Qld",93,1.8
"1939","Salmonellosis",2019-01-31,"Qld",401,7.9
"1940","Shigellosis",2019-01-31,"Qld",68,1.3
"1941","Tuberculosis",2019-01-31,"Qld",13,0.3
"1942","Chlamydial infection",2019-01-31,"Qld",2142,42.1
"1943","Gonococcal infection",2019-01-31,"Qld",551,10.8
"1944","Syphilis < 2 years",2019-01-31,"Qld",104,2
"1945","Syphilis > 2 years or unspecified duration",2019-01-31,"Qld",28,0.5
"1946","Influenza (laboratory confirmed)",2019-01-31,"Qld",2026,39.8
"1947","Pertussis",2019-01-31,"Qld",172,3.4
"1948","Pneumococcal disease (invasive)",2019-01-31,"Qld",17,0.3
"1949","Rotavirus",2019-01-31,"Qld",61,1.2
"1950","Varicella zoster (chickenpox)",2019-01-31,"Qld",33,0.6
"1951","Varicella zoster (shingles)",2019-01-31,"Qld",274,5.4
"1952","Varicella zoster (unspecified)",2019-01-31,"Qld",461,9.1
"1953","Barmah Forest virus infection",2019-01-31,"Qld",10,0.2
"1954","Dengue virus infection",2019-01-31,"Qld",28,0.5
"1955","Malaria",2019-01-31,"Qld",18,0.4
"1956","Ross River virus infection",2019-01-31,"Qld",98,1.9
"1957","Q fever",2019-01-31,"Qld",18,0.4
"1958","Hepatitis B (unspecified)",2018-12-31,"Qld",48,1
"1959","Hepatitis C (newly acquired)",2018-12-31,"Qld",23,0.5
"1960","Hepatitis C (unspecified)",2018-12-31,"Qld",131,2.6
"1961","Campylobacteriosis",2018-12-31,"Qld",691,13.8
"1962","Cryptosporidiosis",2018-12-31,"Qld",65,1.3
"1963","Salmonellosis",2018-12-31,"Qld",307,6.1
"1964","Shigellosis",2018-12-31,"Qld",37,0.7
"1965","Tuberculosis",2018-12-31,"Qld",23,0.5
"1966","Chlamydial infection",2018-12-31,"Qld",1605,32
"1967","Gonococcal infection",2018-12-31,"Qld",419,8.4
"1968","Syphilis < 2 years",2018-12-31,"Qld",70,1.4
"1969","Syphilis > 2 years or unspecified duration",2018-12-31,"Qld",18,0.4
"1970","Influenza (laboratory confirmed)",2018-12-31,"Qld",2043,40.8
"1971","Mumps",2018-12-31,"Qld",12,0.2
"1972","Pertussis",2018-12-31,"Qld",215,4.3
"1973","Pneumococcal disease (invasive)",2018-12-31,"Qld",15,0.3
"1974","Rotavirus",2018-12-31,"Qld",59,1.2
"1975","Varicella zoster (chickenpox)",2018-12-31,"Qld",95,1.9
"1976","Varicella zoster (shingles)",2018-12-31,"Qld",575,11.5
"1977","Varicella zoster (unspecified)",2018-12-31,"Qld",44,0.9
"1978","Barmah Forest virus infection",2018-12-31,"Qld",10,0.2
"1979","Dengue virus infection",2018-12-31,"Qld",20,0.4
"1980","Malaria",2018-12-31,"Qld",11,0.2
"1981","Ross River virus infection",2018-12-31,"Qld",71,1.4
"1982","Q fever",2018-12-31,"Qld",14,0.3
"1983","Hepatitis B (unspecified)",2018-11-30,"Qld",53,1.1
"1984","Hepatitis C (newly acquired)",2018-11-30,"Qld",27,0.5
"1985","Hepatitis C (unspecified)",2018-11-30,"Qld",150,3
"1986","Campylobacteriosis",2018-11-30,"Qld",779,15.6
"1987","Cryptosporidiosis",2018-11-30,"Qld",87,1.7
"1988","Hepatitis A",2018-11-30,"Qld",8,0.2
"1989","Salmonellosis",2018-11-30,"Qld",261,5.2
"1990","Shigellosis",2018-11-30,"Qld",52,1
"1991","Tuberculosis",2018-11-30,"Qld",11,0.2
"1992","Chlamydial infection",2018-11-30,"Qld",2073,41.4
"1993","Gonococcal infection",2018-11-30,"Qld",505,10.1
"1994","Syphilis < 2 years",2018-11-30,"Qld",96,1.9
"1995","Syphilis > 2 years or unspecified duration",2018-11-30,"Qld",28,0.6
"1996","Influenza (laboratory confirmed)",2018-11-30,"Qld",1366,27.3
"1997","Mumps",2018-11-30,"Qld",11,0.2
"1998","Pertussis",2018-11-30,"Qld",254,5.1
"1999","Pneumococcal disease (invasive)",2018-11-30,"Qld",26,0.5
"2000","Rotavirus",2018-11-30,"Qld",67,1.3
"2001","Varicella zoster (chickenpox)",2018-11-30,"Qld",59,1.2
"2002","Varicella zoster (shingles)",2018-11-30,"Qld",286,5.7
"2003","Varicella zoster (unspecified)",2018-11-30,"Qld",430,8.6
"2004","Barmah Forest virus infection",2018-11-30,"Qld",14,0.3
"2005","Dengue virus infection",2018-11-30,"Qld",15,0.3
"2006","Malaria",2018-11-30,"Qld",19,0.4
"2007","Ross River virus infection",2018-11-30,"Qld",92,1.8
"2008","Q fever",2018-11-30,"Qld",16,0.3
"2009","Hepatitis B (unspecified)",2020-10-31,"SA",16,0.9
"2010","Hepatitis C (unspecified)",2020-10-31,"SA",14,0.8
"2011","Campylobacteriosis",2020-10-31,"SA",317,18.1
"2012","Cryptosporidiosis",2020-10-31,"SA",15,0.9
"2013","STEC",2020-10-31,"SA",21,1.2
"2014","Salmonellosis",2020-10-31,"SA",63,3.6
"2015","Shigellosis",2020-10-31,"SA",3,0.2
"2016","Legionellosis",2020-10-31,"SA",10,0.6
"2017","Tuberculosis",2020-10-31,"SA",4,0.2
"2018","Chlamydial infection",2020-10-31,"SA",447,25.5
"2019","Gonococcal infection",2020-10-31,"SA",135,7.7
"2020","Syphilis < 2 years",2020-10-31,"SA",7,0.4
"2021","Syphilis > 2 years or unspecified duration",2020-10-31,"SA",6,0.3
"2022","Pertussis",2020-10-31,"SA",3,0.2
"2023","Pneumococcal disease (invasive)",2020-10-31,"SA",11,0.6
"2024","Rotavirus",2020-10-31,"SA",20,1.1
"2025","Varicella zoster (chickenpox)",2020-10-31,"SA",52,3
"2026","Varicella zoster (shingles)",2020-10-31,"SA",211,12
"2027","Varicella zoster (unspecified)",2020-10-31,"SA",102,5.8
"2028","Ross River virus infection",2020-10-31,"SA",5,0.3
"2029","Hepatitis B (unspecified)",2020-09-30,"SA",15,0.9
"2030","Hepatitis C (unspecified)",2020-09-30,"SA",27,1.5
"2031","Campylobacteriosis",2020-09-30,"SA",241,13.8
"2032","Cryptosporidiosis",2020-09-30,"SA",12,0.7
"2033","STEC",2020-09-30,"SA",16,0.9
"2034","Salmonellosis",2020-09-30,"SA",35,2
"2035","Shigellosis",2020-09-30,"SA",4,0.2
"2036","Legionellosis",2020-09-30,"SA",3,0.2
"2037","Tuberculosis",2020-09-30,"SA",9,0.5
"2038","Chlamydial infection",2020-09-30,"SA",435,24.8
"2039","Gonococcal infection",2020-09-30,"SA",159,9.1
"2040","Syphilis < 2 years",2020-09-30,"SA",6,0.3
"2041","Pertussis",2020-09-30,"SA",4,0.2
"2042","Pneumococcal disease (invasive)",2020-09-30,"SA",8,0.5
"2043","Rotavirus",2020-09-30,"SA",23,1.3
"2044","Varicella zoster (chickenpox)",2020-09-30,"SA",57,3.3
"2045","Varicella zoster (shingles)",2020-09-30,"SA",198,11.3
"2046","Varicella zoster (unspecified)",2020-09-30,"SA",110,6.3
"2047","Ross River virus infection",2020-09-30,"SA",3,0.2
"2048","Hepatitis B (unspecified)",2020-08-31,"SA",21,1.2
"2049","Hepatitis C (unspecified)",2020-08-31,"SA",20,1.1
"2050","Campylobacteriosis",2020-08-31,"SA",218,12.4
"2051","Cryptosporidiosis",2020-08-31,"SA",15,0.9
"2052","STEC",2020-08-31,"SA",18,1
"2053","Salmonellosis",2020-08-31,"SA",33,1.9
"2054","Shigellosis",2020-08-31,"SA",3,0.2
"2055","Tuberculosis",2020-08-31,"SA",7,0.4
"2056","Chlamydial infection",2020-08-31,"SA",435,24.8
"2057","Gonococcal infection",2020-08-31,"SA",129,7.4
"2058","Syphilis < 2 years",2020-08-31,"SA",9,0.5
"2059","Syphilis > 2 years or unspecified duration",2020-08-31,"SA",10,0.6
"2060","Influenza (laboratory confirmed)",2020-08-31,"SA",3,0.2
"2061","Pertussis",2020-08-31,"SA",5,0.3
"2062","Pneumococcal disease (invasive)",2020-08-31,"SA",16,0.9
"2063","Rotavirus",2020-08-31,"SA",19,1.1
"2064","Varicella zoster (chickenpox)",2020-08-31,"SA",40,2.3
"2065","Varicella zoster (shingles)",2020-08-31,"SA",231,13.2
"2066","Varicella zoster (unspecified)",2020-08-31,"SA",87,5
"2067","Ross River virus infection",2020-08-31,"SA",3,0.2
"2068","Hepatitis B (unspecified)",2020-07-31,"SA",30,1.7
"2069","Hepatitis C (unspecified)",2020-07-31,"SA",17,1
"2070","Campylobacteriosis",2020-07-31,"SA",225,12.8
"2071","Cryptosporidiosis",2020-07-31,"SA",10,0.6
"2072","STEC",2020-07-31,"SA",8,0.5
"2073","Salmonellosis",2020-07-31,"SA",32,1.8
"2074","Shigellosis",2020-07-31,"SA",6,0.3
"2075","Tuberculosis",2020-07-31,"SA",7,0.4
"2076","Chlamydial infection",2020-07-31,"SA",498,28.4
"2077","Gonococcal infection",2020-07-31,"SA",126,7.2
"2078","Syphilis < 2 years",2020-07-31,"SA",9,0.5
"2079","Syphilis > 2 years or unspecified duration",2020-07-31,"SA",12,0.7
"2080","Influenza (laboratory confirmed)",2020-07-31,"SA",17,1
"2081","Pertussis",2020-07-31,"SA",19,1.1
"2082","Pneumococcal disease (invasive)",2020-07-31,"SA",14,0.8
"2083","Rotavirus",2020-07-31,"SA",24,1.4
"2084","Varicella zoster (chickenpox)",2020-07-31,"SA",29,1.7
"2085","Varicella zoster (shingles)",2020-07-31,"SA",311,17.7
"2086","Varicella zoster (unspecified)",2020-07-31,"SA",30,1.7
"2087","Ross River virus infection",2020-07-31,"SA",4,0.2
"2088","Hepatitis B (unspecified)",2020-06-30,"SA",19,1.1
"2089","Hepatitis C (unspecified)",2020-06-30,"SA",21,1.2
"2090","Campylobacteriosis",2020-06-30,"SA",242,13.8
"2091","Cryptosporidiosis",2020-06-30,"SA",5,0.3
"2092","STEC",2020-06-30,"SA",12,0.7
"2093","Salmonellosis",2020-06-30,"SA",30,1.7
"2094","Shigellosis",2020-06-30,"SA",4,0.2
"2095","Legionellosis",2020-06-30,"SA",6,0.3
"2096","Tuberculosis",2020-06-30,"SA",5,0.3
"2097","Chlamydial infection",2020-06-30,"SA",444,25.3
"2098","Gonococcal infection",2020-06-30,"SA",151,8.6
"2099","Syphilis < 2 years",2020-06-30,"SA",4,0.2
"2100","Syphilis > 2 years or unspecified duration",2020-06-30,"SA",8,0.5
"2101","Influenza (laboratory confirmed)",2020-06-30,"SA",18,1
"2102","Pertussis",2020-06-30,"SA",19,1.1
