"","Disease","Date","State","Cases","Rates","Cases_7dayavg","Rates_7dayavg"
"1166","Varicella zoster (chickenpox)",2019-04-30,"Victoria",119,1.8,177.857142857143,2.68571428571428
"1167","Varicella zoster (shingles)",2019-04-30,"Victoria",230,3.5,162,2.45714285714285
"1168","Varicella zoster (unspecified)",2019-04-30,"Victoria",674,10.2,178.714285714286,2.71428571428571
"1169","Dengue virus infection",2019-04-30,"Victoria",28,0.4,198,3.01428571428571
"1170","Ross River virus infection",2019-04-30,"Victoria",17,0.3,260.428571428571,3.95714285714285
"1171","Hepatitis B (unspecified)",2019-04-30,"Western Australia",35,1.3,62.7142857142857,2.38571428571428
"1172","Hepatitis C (newly acquired)",2019-04-30,"Western Australia",13,0.5,61.2857142857143,2.32857142857143
"1173","Hepatitis C (unspecified)",2019-04-30,"Western Australia",67,2.6,63.2857142857143,2.4
"1174","Campylobacteriosis",2019-04-30,"Western Australia",242,9.2,86.8571428571429,3.3
"1175","Cryptosporidiosis",2019-04-30,"Western Australia",27,1,86.2857142857143,3.28571428571428
"1176","STEC",2019-04-30,"Western Australia",21,0.8,85.7142857142857,3.25714285714286
"1177","Salmonellosis",2019-04-30,"Western Australia",203,7.7,206.714285714286,7.87142857142857
"1178","Shigellosis",2019-04-30,"Western Australia",31,1.2,212.142857142857,8.08571428571428
"1179","Tuberculosis",2019-04-30,"Western Australia",9,0.3,214.714285714286,8.18571428571429
"1180","Chlamydial infection",2019-04-30,"Western Australia",914,34.9,215.142857142857,8.2
"1181","Gonococcal infection",2019-04-30,"Western Australia",280,10.7,269.857142857143,10.3
"1182","Syphilis < 2 years",2019-04-30,"Western Australia",45,1.7,266,10.1571428571429
"1183","Syphilis > 2 years or unspecified duration",2019-04-30,"Western Australia",24,0.9,265.285714285714,10.1428571428571
"1184","Influenza (laboratory confirmed)",2019-04-30,"Western Australia",586,22.4,142.142857142857,5.44285714285714
"1185","Measles",2019-04-30,"Western Australia",4,0.2,104.428571428571,4
"1186","Mumps",2019-04-30,"Western Australia",4,0.2,101.428571428571,3.88571428571428
"1187","Pertussis",2019-04-30,"Western Australia",52,2,104,3.98571428571428
"1188","Pneumococcal disease (invasive)",2019-04-30,"Western Australia",16,0.6,43.2857142857143,1.65714285714286
"1189","Rotavirus",2019-04-30,"Western Australia",24,0.9,56.5714285714286,2.15714285714286
"1190","Varicella zoster (chickenpox)",2019-04-30,"Western Australia",42,1.6,60,2.28571428571428
"1191","Varicella zoster (shingles)",2019-04-30,"Western Australia",161,6.1,53.4285714285714,2.02857142857143
"1192","Varicella zoster (unspecified)",2019-04-30,"Western Australia",97,3.7,56.1428571428571,2.12857142857143
"1193","Dengue virus infection",2019-04-30,"Western Australia",28,1.1,58.4285714285714,2.21428571428571
"1194","Malaria",2019-04-30,"Western Australia",6,0.2,53.7142857142857,2.02857142857143
"1195","Ross River virus infection",2019-04-30,"Western Australia",35,1.3,40.5714285714286,1.52857142857143
"1196","Hepatitis B (unspecified)",2019-04-30,"Australia",477,1.9,591.142857142857,2.98571428571428
"1197","Hepatitis C (newly acquired)",2019-04-30,"Australia",52,0.2,607.571428571429,3.04285714285714
"1198","Hepatitis C (unspecified)",2019-04-30,"Australia",681,2.7,569.142857142857,2.88571428571428
"1199","Campylobacteriosis",2019-04-30,"Australia",2427,14.1,758.571428571429,3.64285714285714
"1200","Cryptosporidiosis",2019-04-30,"Australia",239,0.9,735.142857142857,3.54285714285714
"1201","STEC",2019-04-30,"Australia",51,0.2,745.857142857143,3.58571428571428
"1202","Salmonellosis",2019-04-30,"Australia",1383,5.5,1824.71428571429,7.84285714285714
"1203","Shigellosis",2019-04-30,"Australia",313,1.2,1862.42857142857,7.34285714285714
"1204","Tuberculosis",2019-04-30,"Australia",127,0.5,1889.14285714286,7.45714285714286
"1205","Chlamydial infection",2019-04-30,"Australia",8233,32.5,1913.42857142857,7.55714285714286
"1206","Gonococcal infection",2019-04-30,"Australia",2691,10.6,4386,17.3
"1207","Syphilis < 2 years",2019-04-30,"Australia",426,1.7,4454.57142857143,17.5714285714286
"1208","Syphilis > 2 years or unspecified duration",2019-04-30,"Australia",221,0.9,4459.85714285714,17.5857142857143
"1209","Influenza (laboratory confirmed)",2019-04-30,"Australia",18691,73.7,3315,13.0714285714286
"1210","Pertussis",2019-04-30,"Australia",793,3.1,2969.28571428571,11.7142857142857
"1211","Pneumococcal disease (invasive)",2019-04-30,"Australia",164,0.6,3059.28571428571,12.0714285714286
"1212","Rotavirus",2019-04-30,"Australia",219,0.9,3200.42857142857,12.6285714285714
"1213","Varicella zoster (chickenpox)",2019-04-30,"Australia",271,1.1,550.285714285714,2.18571428571428
"1214","Varicella zoster (shingles)",2019-04-30,"Australia",1056,4.2,491.857142857143,1.95714285714286
"1215","Varicella zoster (unspecified)",2019-04-30,"Australia",1209,4.8,474.571428571429,1.9
"1216","Dengue virus infection",2019-04-30,"Australia",140,0.6,518.571428571429,2.07142857142857
"1217","Ross River virus infection",2019-04-30,"Australia",384,1.5,487.857142857143,1.94285714285714
"1218","Q fever",2019-04-30,"Australia",43,0.2,441.428571428571,1.75714285714285
"1219","Hepatitis B (unspecified)",2019-05-31,"Australian Capital Territory",5,1.2,13.2857142857143,3.11428571428571
"1220","Hepatitis C (unspecified)",2019-05-31,"Australian Capital Territory",14,3.3,13.1428571428571,3.08571428571429
"1221","Campylobacteriosis",2019-05-31,"Australian Capital Territory",56,13.1,12.8571428571429,3.01428571428572
"1222","Hepatitis A",2019-05-31,"Australian Capital Territory",2,0.5,12.8571428571429,3.01428571428572
"1223","Salmonellosis",2019-05-31,"Australian Capital Territory",11,2.6,32.7142857142857,7.67142857142857
"1224","Shigellosis",2019-05-31,"Australian Capital Territory",1,0.2,36.8571428571429,8.64285714285714
"1225","Tuberculosis",2019-05-31,"Australian Capital Territory",1,0.2,29.5714285714286,6.94285714285714
"1226","Chlamydial infection",2019-05-31,"Australian Capital Territory",144,33.8,76.4285714285714,17.9285714285714
"1227","Gonococcal infection",2019-05-31,"Australian Capital Territory",43,10.1,77,18.0571428571429
"1228","Syphilis < 2 years",2019-05-31,"Australian Capital Territory",5,1.2,77.4285714285714,18.1571428571429
"1229","Influenza (laboratory confirmed)",2019-05-31,"Australian Capital Territory",330,77.4,77.8571428571429,18.2571428571429
"1230","Pertussis",2019-05-31,"Australian Capital Territory",15,3.5,59.1428571428571,13.8714285714286
"1231","Pneumococcal disease (invasive)",2019-05-31,"Australian Capital Territory",4,0.9,59.5714285714286,13.9714285714286
"1232","Rotavirus",2019-05-31,"Australian Capital Territory",4,0.9,60,14.0714285714286
"1233","Varicella zoster (chickenpox)",2019-05-31,"Australian Capital Territory",13,3.1,13.1428571428571,3.08571428571429
"1234","Varicella zoster (shingles)",2019-05-31,"Australian Capital Territory",46,10.8,11.1428571428571,2.61428571428571
"1235","Varicella zoster (unspecified)",2019-05-31,"Australian Capital Territory",8,1.9,10.7142857142857,2.51428571428572
"1236","Dengue virus infection",2019-05-31,"Australian Capital Territory",2,0.5,11.2857142857143,2.65714285714286
"1237","Malaria",2019-05-31,"Australian Capital Territory",1,0.2,10.7142857142857,2.51428571428572
"1238","Ross River virus infection",2019-05-31,"Australian Capital Territory",1,0.2,9.42857142857143,2.21428571428571
"1239","Hepatitis B (unspecified)",2019-05-31,"New South Wales",193,2.4,212.142857142857,2.64285714285714
"1240","Hepatitis C (unspecified)",2019-05-31,"New South Wales",279,3.5,245.571428571429,3.05714285714286
"1241","Campylobacteriosis",2019-05-31,"New South Wales",837,10.4,246.428571428571,3.07142857142857
"1242","Cryptosporidiosis",2019-05-31,"New South Wales",32,0.4,246,3.07142857142857
"1243","Salmonellosis",2019-05-31,"New South Wales",279,3.5,226.857142857143,2.82857142857143
"1244","Shigellosis",2019-05-31,"New South Wales",89,1.1,589.857142857143,7.31428571428571
"1245","Legionellosis",2019-05-31,"New South Wales",13,0.2,631.285714285714,7.81428571428571
"1246","Tuberculosis",2019-05-31,"New South Wales",59,0.7,653.142857142857,8.08571428571428
"1247","Chlamydial infection",2019-05-31,"New South Wales",2820,34.9,620.857142857143,7.68571428571428
"1248","Gonococcal infection",2019-05-31,"New South Wales",1127,13.9,1733.71428571429,21.4428571428571
"1249","Syphilis < 2 years",2019-05-31,"New South Wales",185,2.3,1812.57142857143,22.4142857142857
"1250","Syphilis > 2 years or unspecified duration",2019-05-31,"New South Wales",53,0.7,1811.85714285714,22.4142857142857
"1251","Influenza (laboratory confirmed)",2019-05-31,"New South Wales",7879,97.4,1417.57142857143,17.5285714285714
"1252","Pertussis",2019-05-31,"New South Wales",565,7,1263,15.6285714285714
"1253","Pneumococcal disease (invasive)",2019-05-31,"New South Wales",54,0.7,1247.14285714286,15.4285714285714
"1254","Rotavirus",2019-05-31,"New South Wales",60,0.7,1261.14285714286,15.6
"1255","Dengue virus infection",2019-05-31,"New South Wales",45,0.6,177.428571428571,2.2
"1256","Ross River virus infection",2019-05-31,"New South Wales",74,0.9,195.571428571429,2.42857142857143
"1257","Hepatitis B (newly acquired)",2019-05-31,"Northern Territory",1,0.4,13.1428571428571,5.32857142857143
"1258","Hepatitis B (unspecified)",2019-05-31,"Northern Territory",7,2.8,7,2.82857142857143
"1259","Hepatitis C (newly acquired)",2019-05-31,"Northern Territory",1,0.4,12.4285714285714,5.04285714285714
"1260","Hepatitis C (unspecified)",2019-05-31,"Northern Territory",16,6.5,14.5714285714286,5.91428571428571
"1261","Hepatitis D",2019-05-31,"Northern Territory",1,0.4,14.5714285714286,5.91428571428571
"1262","Campylobacteriosis",2019-05-31,"Northern Territory",44,17.9,19.8571428571429,8.07142857142857
"1263","Cryptosporidiosis",2019-05-31,"Northern Territory",32,13,24,9.75714285714285
"1264","Hepatitis E",2019-05-31,"Northern Territory",1,0.4,22,8.94285714285714
"1265","Salmonellosis",2019-05-31,"Northern Territory",44,17.9,22.1428571428571,9
"1266","Shigellosis",2019-05-31,"Northern Territory",30,12.2,16,6.5
"1267","Legionellosis",2019-05-31,"Northern Territory",2,0.8,54.5714285714286,22.1714285714286
"1268","Meningococcal disease (invasive)",2019-05-31,"Northern Territory",2,0.8,73.1428571428571,29.7142857142857
"1269","Tuberculosis",2019-05-31,"Northern Territory",1,0.4,71.1428571428571,28.9
"1270","Chlamydial infection",2019-05-31,"Northern Territory",302,122.7,67.8571428571429,27.5571428571429
"1271","Gonococcal infection",2019-05-31,"Northern Territory",131,53.2,100.857142857143,40.9714285714286
"1272","Syphilis < 2 years",2019-05-31,"Northern Territory",30,12.2,101,41.0285714285714
"1273","Syphilis > 2 years or unspecified duration",2019-05-31,"Northern Territory",7,2.8,101.285714285714,41.1428571428571
"1274","Influenza (laboratory confirmed)",2019-05-31,"Northern Territory",233,94.7,58.8571428571429,23.9
"1275","Pertussis",2019-05-31,"Northern Territory",3,1.2,41.1428571428571,16.7
"1276","Pneumococcal disease (invasive)",2019-05-31,"Northern Territory",3,1.2,41.1428571428571,16.7
"1277","Rotavirus",2019-05-31,"Northern Territory",5,2,40.4285714285714,16.4142857142857
"1278","Varicella zoster (chickenpox)",2019-05-31,"Northern Territory",7,2.8,8,3.22857142857143
"1279","Varicella zoster (shingles)",2019-05-31,"Northern Territory",30,12.2,7.71428571428571,3.11428571428571
"1280","Varicella zoster (unspecified)",2019-05-31,"Northern Territory",2,0.8,9.85714285714286,3.98571428571428
"1281","Dengue virus infection",2019-05-31,"Northern Territory",6,2.4,9.28571428571429,3.75714285714286
"1282","Malaria",2019-05-31,"Northern Territory",1,0.4,8.57142857142857,3.47142857142857
"1283","Ross River virus infection",2019-05-31,"Northern Territory",18,7.3,5.71428571428571,2.31428571428571
"1284","Leptospirosis",2019-05-31,"Northern Territory",1,0.4,7.14285714285714,2.9
"1285","Hepatitis B (unspecified)",2019-05-31,"Queensland",82,1.6,170,3.34285714285714
"1286","Hepatitis C (newly acquired)",2019-05-31,"Queensland",38,0.7,147.142857142857,2.88571428571429
"1287","Hepatitis C (unspecified)",2019-05-31,"Queensland",157,3.1,191.857142857143,3.75714285714286
"1288","Campylobacteriosis",2019-05-31,"Queensland",657,12.9,196.714285714286,3.85714285714286
"1289","Cryptosporidiosis",2019-05-31,"Queensland",67,1.3,188.428571428571,3.7
"1290","Salmonellosis",2019-05-31,"Queensland",321,6.3,496.285714285714,9.75714285714286
"1291","Shigellosis",2019-05-31,"Queensland",55,1.1,544,10.6857142857143
"1292","Tuberculosis",2019-05-31,"Queensland",24,0.5,462.428571428571,9.08571428571429
"1293","Chlamydial infection",2019-05-31,"Queensland",2193,43.1,456.142857142857,8.97142857142857
"1294","Gonococcal infection",2019-05-31,"Queensland",491,9.6,887.714285714286,17.4428571428571
"1295","Syphilis < 2 years",2019-05-31,"Queensland",86,1.7,896.285714285714,17.6142857142857
"1296","Syphilis > 2 years or unspecified duration",2019-05-31,"Queensland",23,0.5,897,17.6285714285714
"1297","Influenza (laboratory confirmed)",2019-05-31,"Queensland",3342,65.6,593,11.6571428571429
"1298","Pertussis",2019-05-31,"Queensland",115,2.3,528.714285714286,10.4
"1299","Pneumococcal disease (invasive)",2019-05-31,"Queensland",29,0.6,559.142857142857,11
"1300","Rotavirus",2019-05-31,"Queensland",65,1.3,621.857142857143,12.2285714285714
"1301","Varicella zoster (chickenpox)",2019-05-31,"Queensland",41,0.8,146.285714285714,2.9
"1302","Varicella zoster (shingles)",2019-05-31,"Queensland",299,5.9,134.857142857143,2.67142857142857
"1303","Varicella zoster (unspecified)",2019-05-31,"Queensland",462,9.1,131.857142857143,2.61428571428571
"1304","Barmah Forest virus infection",2019-05-31,"Queensland",13,0.3,162.142857142857,3.2
"1305","Dengue virus infection",2019-05-31,"Queensland",35,0.7,159,3.14285714285714
"1306","Malaria",2019-05-31,"Queensland",8,0.2,126.142857142857,2.5
"1307","Ross River virus infection",2019-05-31,"Queensland",277,5.4,66,1.31428571428571
"1308","Q fever",2019-05-31,"Queensland",19,0.4,83.1428571428571,1.64285714285714
"1309","Hepatitis B (unspecified)",2019-05-31,"South Australia",29,1.7,45.5714285714286,2.61428571428571
"1310","Hepatitis C (newly acquired)",2019-05-31,"South Australia",3,0.2,45.7142857142857,2.61428571428571
"1311","Hepatitis C (unspecified)",2019-05-31,"South Australia",23,1.3,48.4285714285714,2.77142857142857
"1312","Campylobacteriosis",2019-05-31,"South Australia",246,14,56.8571428571429,3.24285714285714
"1313","Cryptosporidiosis",2019-05-31,"South Australia",9,0.5,56,3.18571428571428
"1314","STEC",2019-05-31,"South Australia",26,1.5,56.1428571428571,3.18571428571428
"1315","Salmonellosis",2019-05-31,"South Australia",62,3.5,53.4285714285714,3.02857142857142
"1316","Shigellosis",2019-05-31,"South Australia",23,1.3,18.7142857142857,1.05714285714285
"1317","Legionellosis",2019-05-31,"South Australia",4,0.2,104.714285714286,5.97142857142857
"1318","Meningococcal disease (invasive)",2019-05-31,"South Australia",4,0.2,129,7.35714285714285
"1319","Tuberculosis",2019-05-31,"South Australia",3,0.2,123,7.01428571428571
"1320","Chlamydial infection",2019-05-31,"South Australia",611,34.9,122.714285714286,6.99999999999999
"1321","Gonococcal infection",2019-05-31,"South Australia",196,11.2,1142.28571428571,65.1857142857143
"1322","Syphilis < 2 years",2019-05-31,"South Australia",20,1.1,1146,65.4
"1323","Syphilis > 2 years or unspecified duration",2019-05-31,"South Australia",21,1.2,1147.71428571429,65.5
"1324","Influenza (laboratory confirmed)",2019-05-31,"South Australia",7141,407.5,1064.71428571429,60.7571428571429
"1325","Pertussis",2019-05-31,"South Australia",30,1.7,1044.85714285714,59.6285714285714
"1326","Pneumococcal disease (invasive)",2019-05-31,"South Australia",15,0.9,1081.85714285714,61.7428571428571
"1327","Rotavirus",2019-05-31,"South Australia",30,1.7,1079.57142857143,61.6142857142857
"1328","Varicella zoster (chickenpox)",2019-05-31,"South Australia",57,3.3,60.2857142857143,3.44285714285714
"1329","Varicella zoster (shingles)",2019-05-31,"South Australia",279,15.9,57.2857142857143,3.27142857142857
"1330","Varicella zoster (unspecified)",2019-05-31,"South Australia",5,0.3,57.4285714285714,3.27142857142857
"1331","Dengue virus infection",2019-05-31,"South Australia",6,0.3,57.4285714285714,3.27142857142857
"1332","Ross River virus infection",2019-05-31,"South Australia",9,0.5,76.8571428571429,4.37142857142857
"1333","Hepatitis B (unspecified)",2019-05-31,"Tasmania",9,1.7,10.8571428571429,2.04285714285714
"1334","Hepatitis C (newly acquired)",2019-05-31,"Tasmania",1,0.2,10.8571428571429,2.04285714285714
"1335","Hepatitis C (unspecified)",2019-05-31,"Tasmania",17,3.2,10.8571428571429,2.04285714285714
"1336","Campylobacteriosis",2019-05-31,"Tasmania",43,8,10.7142857142857,2.01428571428572
"1337","Cryptosporidiosis",2019-05-31,"Tasmania",3,0.6,12.8571428571429,2.41428571428572
"1338","Hepatitis A",2019-05-31,"Tasmania",1,0.2,13.8571428571429,2.6
"1339","Hepatitis E",2019-05-31,"Tasmania",1,0.2,11.5714285714286,2.17142857142857
"1340","Salmonellosis",2019-05-31,"Tasmania",24,4.5,25.4285714285714,4.77142857142857
"1341","Shigellosis",2019-05-31,"Tasmania",8,1.5,26.4285714285714,4.95714285714286
"1342","Tuberculosis",2019-05-31,"Tasmania",1,0.2,26.5714285714286,4.98571428571429
"1343","Chlamydial infection",2019-05-31,"Tasmania",140,26.2,71.2857142857143,13.3428571428571
"1344","Gonococcal infection",2019-05-31,"Tasmania",10,1.9,68,12.7285714285714
"1345","Syphilis > 2 years or unspecified duration",2019-05-31,"Tasmania",2,0.4,71.8571428571429,13.4428571428571
"1346","Influenza (laboratory confirmed)",2019-05-31,"Tasmania",314,58.7,72.1428571428571,13.5
"1347","Mumps",2019-05-31,"Tasmania",1,0.2,52.4285714285714,9.81428571428571
